cell_id,unaligned,aligned_unmapped,mapped_to_exon,mapped_to_intron,ambiguous_mapping,mapped_to_ERCC,mapped_to_MT
A1,42971,51005,236749,66630,3374,0,25160
A2,26285,32835,100698,32005,1393,0,7033
A3,22713,22185,90158,30745,1428,0,13697
A4,24615,21659,92624,34113,1236,0,10803
A5,54448,32593,234412,57000,2869,0,40903
A6,18621,19431,54360,26170,704,0,7253
A7,13044,15842,53608,21494,824,0,7511
A8,28794,21383,89066,33360,1637,0,9516
A9,25575,17421,87742,32823,1323,0,12125
A10,17208,17557,76558,23422,1241,0,8201
A11,25304,20563,90969,32784,1282,0,10008
A12,79790,19521,55628,26444,1038,0,4922
A13,32954,34019,182781,44755,1941,0,14761
A14,66509,47655,359928,81322,5046,0,34238
A15,52305,37179,265860,59941,3887,0,31877
A16,25385,18087,100195,26362,1652,0,13399
A17,321,22,182,34,1,0,16
A18,16304,17308,70836,24938,848,0,8651
A19,27116,24516,107188,35862,1710,0,10190
A20,27669,25887,141399,41617,2315,0,14544
A21,28769,23599,94827,34158,1227,0,8478
A22,923,342,869,261,13,0,102
A23,32687,38403,166015,41054,1763,0,18448
A24,37635,28583,112682,30904,1771,0,12446
B1,28721,24381,131397,40631,2178,0,20055
B2,24739,18818,86643,28369,1102,0,12286
B3,43176,25161,167547,42895,2168,0,20255
B4,29525,27570,148181,42383,2181,0,14934
B5,33471,27089,190131,47637,2576,0,28466
B6,1126,179,446,592,4,0,55
B7,17744,13909,58848,24708,715,0,5043
B8,24190,23237,101141,32298,1355,0,10941
B9,44358,37887,291458,61528,4003,0,43498
B10,13682,14978,39648,19135,461,0,5473
B11,16432,16970,58639,22358,830,0,7765
B12,19182,17435,83347,31170,1452,0,10226
B13,26374,23583,105810,33206,1698,0,11871
B14,13153,14890,46927,19410,655,0,7612
B15,129,17,135,68,0,0,7
B16,38919,30729,175000,46254,2157,0,30161
B17,27615,24294,89409,31880,1112,0,11488
B18,28410,21642,145839,41026,1999,0,17771
B19,29897,26032,163072,41433,1773,0,20419
B20,26181,21740,114284,34629,1970,0,10106
B21,40980,28255,178515,47831,3233,0,24278
B22,15244,14617,42450,18617,646,0,6290
B23,635,360,962,442,3,0,103
B24,46170,24011,140654,37801,2035,0,18559
C1,52946,38053,242193,62673,3253,0,31078
C2,23444,23352,86864,32852,1055,0,9088
C3,7720,3500,13144,9116,187,0,1290
C4,4806,1977,6201,5645,140,0,625
C5,23462,21302,95180,31717,1269,0,8973
C6,47936,31303,205583,52667,3074,0,22761
C7,2343,138,839,638,7,0,52
C8,45021,44210,224703,63042,3357,0,26036
C9,275,105,969,580,19,0,291
C10,26668,25026,99313,31431,1292,0,10386
C11,27209,22316,100645,32614,1203,0,10869
C12,19798,23354,75115,29807,992,0,8971
C13,17773,17912,62480,23840,928,0,7241
C14,52306,37495,264917,63618,3796,0,41653
C15,32959,26559,150940,37436,2328,0,14247
C16,21456,17593,74598,24873,957,0,8580
C17,17072,17108,50420,22156,500,0,7155
C18,41644,34878,248844,64513,3279,0,32435
C19,38934,28861,186093,49799,3024,0,27238
C20,1382,332,1390,363,4,0,130
C21,18723,17781,58772,26690,894,0,7103
C22,19909,35079,25180,29020,308,0,6602
C23,24865,23020,103993,38773,1464,0,13840
C24,43061,35443,228170,61729,2940,0,27550
D1,4938,1949,7168,5048,114,0,523
D2,4231,2122,8561,5563,127,0,482
D3,42035,24603,163602,39260,2400,0,22749
D4,352,34,149,299,4,0,18
D5,18912,17217,65312,24360,1580,0,7847
D6,25751,18749,80668,24437,1051,0,12759
D7,51001,39991,304084,75605,4392,0,36332
D8,31226,28045,159068,41786,2084,0,17468
D9,25418,21320,107167,36749,1338,0,11450
D10,15351,15955,47109,25291,614,0,4605
D11,16118,16003,65279,26138,879,0,7700
D12,21102,18284,72397,29952,790,0,6986
D13,1792,482,1990,960,42,0,336
D14,26868,23078,119375,38931,1650,0,21385
D15,29024,26598,139265,38800,1704,0,17861
D16,32821,21736,126215,36698,1819,0,14211
D17,28421,24697,117687,42599,1676,0,16904
D18,45793,34858,281735,61233,3632,0,36451
D19,14042,11976,47700,17777,662,0,4918
D20,32118,29972,176885,51948,2635,0,23944
D21,17626,17095,72252,23956,962,0,11426
D22,35939,25297,152738,47591,2346,0,20519
D23,680,84,422,404,12,0,39
D24,34147,26981,166770,45037,2048,0,23177
E1,4757,2234,8306,5276,135,0,781
E2,8311,2754,10761,7780,130,0,1059
E3,416,26,186,116,4,0,9
E4,15793,14503,52819,12650,1186,0,3053
E5,33476,34842,166216,47602,2526,0,15823
E6,29617,24084,77348,30205,1243,0,13418
E7,55200,33939,148090,53060,2074,0,14057
E8,22166,23478,62748,23982,1042,0,6704
E9,23713,24732,110273,32709,1230,0,12831
E10,22868,25316,110719,32664,1194,0,14535
E11,16906,19626,95026,26327,878,0,8691
E12,19905,21590,65632,26496,940,0,6267
E13,41188,39512,251875,55733,3461,0,37134
E14,44484,41084,208719,59144,2510,0,22978
E15,33166,26768,83149,40877,1304,0,11097
E16,34774,30968,176787,44583,2583,0,29930
E17,27442,29496,100620,41507,2065,0,13860
E18,28774,28179,137833,43557,1524,0,11285
E19,38931,33148,186017,57366,2487,0,18240
E20,16609,9395,38786,15388,493,0,5013
E21,1226,273,603,492,5,0,128
E22,58321,50173,360160,89287,6622,0,39699
E23,29835,27669,123910,45867,1543,0,15828
E24,31080,19524,57829,29395,522,0,10224
F1,6603,2529,7751,5185,107,0,493
F2,6038,1837,7064,4638,80,0,642
F3,45361,29025,193008,41313,2460,0,20512
F4,18681,17809,46525,20447,529,0,8455
F5,19882,17079,60326,23441,915,0,8179
F6,31009,17222,76068,26954,1162,0,10923
F7,10161,12175,39131,12843,468,0,3186
F8,9618,14651,47582,13472,724,0,4105
F9,18792,18662,53799,18992,761,0,4303
F10,24047,22783,111366,32700,1718,0,17561
F11,725,421,1295,683,72,0,118
F12,2210,4520,8675,3388,284,0,494
F13,34668,32561,205205,44156,3073,0,34872
F14,29195,17582,65920,25403,1197,0,7934
F15,727,73,561,216,8,0,67
F16,13022,15129,38979,16984,503,0,7201
F17,45590,38973,250157,58416,3606,0,27413
F18,24658,24441,116960,31331,1678,0,10560
F19,33217,29343,158088,42753,1952,0,16653
F20,19183,16153,61862,20187,1016,0,6598
F21,33377,28651,169396,51486,1866,0,21576
F22,17738,13663,42125,20923,834,0,6123
F23,16003,18433,57797,23413,1049,0,6492
F24,18116,17196,75932,23503,921,0,6264
G1,3683,2080,6443,4736,158,0,536
G2,9195,3209,14944,9016,178,0,1534
G3,6063,2685,9379,6471,167,0,772
G4,6238,3633,13436,6104,208,0,757
G5,10296,12506,70745,12527,925,0,5079
G6,28308,29162,121730,45796,1251,0,16867
G7,18245,20592,84212,28791,1178,0,8744
G8,8599,12648,42075,12594,571,0,3135
G9,10120,17489,61927,13283,882,0,4335
G10,13980,20845,85423,18029,1750,0,8752
G11,4047,5233,27407,5235,211,0,1847
G12,5658,6716,34468,8105,580,0,1900
G13,20345,21876,73528,27279,973,0,6674
G14,33410,33023,173828,47381,2562,0,35007
G15,36378,31741,189338,56220,2498,0,21982
G16,40363,34984,159071,50265,2164,0,16481
G17,22635,21487,99665,31680,1456,0,12373
G18,43794,36109,227970,56712,3633,0,26980
G19,26015,25046,111668,36533,1603,0,14633
G20,20353,22340,64062,30384,913,0,9129
G21,24448,19377,73423,23159,1483,0,7206
G22,645815,31008,141292,59972,1944,0,15917
G23,37081,33841,202056,55973,3178,0,26541
G24,22496,20534,62695,28954,855,0,8952
H1,7750,2192,6970,4639,110,0,544
H2,8960,4120,12284,9788,297,0,1051
H3,41038,37712,240512,60723,3175,0,24591
H4,34094,23988,104594,34121,1765,0,15599
H5,31261,26641,125905,44137,1794,0,14915
H6,68244,23738,145116,43005,1597,0,16524
H7,7225,8424,26813,7303,533,0,1396
H8,301995,4370,20197,4817,230,0,1339
H9,14741,16436,45117,23684,635,0,5735
H10,34105,28329,190327,43469,2467,0,28214
H11,27444,27209,166085,44914,2566,0,19200
H12,1459,2061,4990,843,98,0,230
H13,22708,25224,130732,34001,2301,0,15528
H14,273,58,572,198,4,0,10
H15,21939,24200,79382,35791,1633,0,8440
H16,19974,22168,77496,27498,971,0,10689
H17,29461,24271,94850,40160,1302,0,10870
H18,21149,20414,88777,28141,2096,0,10010
H19,22448,19763,114188,31043,1396,0,13795
H20,29920,22167,116408,36147,1639,0,16476
H21,21407,16651,102837,24483,1852,0,14061
H22,31925,27337,136716,45142,1575,0,15454
H23,29766,23938,125292,42191,1856,0,11563
H24,8583,409,1500,1167,11,0,92
I1,11944,2501,10985,7796,173,0,835
I2,369,55,416,174,11,0,21
I3,5054,2169,7995,5110,64,0,844
I4,56257,61952,379967,66088,5796,0,33954
I5,23487,26183,76790,27212,1249,0,6285
I6,24904,29345,75386,24323,1545,0,7714
I7,20131,24710,36381,18025,331,0,3114
I8,14305,21938,79935,15748,1074,0,7072
I9,175,187,461,113,3,0,27
I10,21999,26736,71236,25016,1193,0,6486
I11,13561,15867,94417,16512,1462,0,9003
I12,9768,10528,44590,8903,941,0,2965
I13,44959,51371,252700,62431,3108,0,27599
I14,37598,37803,175760,49420,2476,0,21653
I15,20317,27784,72992,29180,896,0,13356
I16,51617,52886,296218,62087,4301,0,30100
I17,21506,23379,42682,14958,397,0,4722
I18,23888,29417,77373,27783,974,0,9307
I19,159,10,26,6,0,0,4
I20,41524,44034,219161,56729,3338,0,22938
I21,52362,52934,279288,66917,4283,0,32649
I22,33920,34417,62857,28960,622,0,10563
I23,25770,19513,59041,24988,622,0,7061
I24,21351,18731,61147,29659,812,0,8881
J1,16436,1628,6972,4957,104,0,728
J2,4675,2037,7547,5151,108,0,513
J3,56087,46883,290256,67307,3941,0,33302
J4,24924,27267,104280,33084,1461,0,12566
J5,46310,36733,202122,49630,2715,0,34470
J6,35893,36640,166824,45794,2130,0,18744
J7,35028,29628,130127,34113,1990,0,17431
J8,4133,9391,15595,4550,150,0,1016
J9,3847,8946,12123,5008,192,0,585
J10,16672,18451,62879,16406,826,0,6532
J11,4698,9989,21488,6795,215,0,956
J12,4982,9158,21857,5731,518,0,1680
J13,25578,27924,114406,29121,1453,0,15779
J14,20090,20931,88107,27791,1164,0,8319
J15,18227,27902,59536,24891,1195,0,9003
J16,42631,36493,169419,54129,2118,0,26169
J17,545,110,158,194,3,0,13
J18,22262,29021,105798,31500,1343,0,15039
J19,20806,26200,76410,31083,820,0,8276
J20,17519,19579,52573,23268,809,0,7575
J21,17133,25071,55301,22620,1156,0,6874
J22,22259,25545,100933,25252,1293,0,10636
J23,21019,22545,57147,24979,800,0,6720
J24,14099,18962,42664,18815,748,0,4358
K1,6804,3026,12988,8591,258,0,975
K2,6449,2296,10899,6077,112,0,1123
K3,44576,54754,232285,63404,2468,0,30420
K4,42797,50555,238002,59169,3145,0,31958
K5,397,269,508,197,7,0,5
K6,73,27,380,77,1,0,19
K7,33137,39230,164067,40815,2274,0,18638
K8,6967,13572,24104,5353,347,0,1730
K9,15159,16847,42518,16693,666,0,4922
K10,48725,54113,305942,60125,5023,0,39650
K11,8990,10286,16226,5058,184,0,1243
K12,4957,15190,17407,3946,391,0,751
K13,38919,41772,161773,44995,2400,0,20410
K14,1346,333,679,779,1,0,73
K15,35463,37263,136136,40219,1956,0,14804
K16,1337,63,144,150,6,0,19
K17,4808,47,279,224,4,0,30
K18,37991,44290,196215,50921,2528,0,29216
K19,1002,210,695,466,7,0,39
K20,31305,35282,79207,37390,1100,0,11874
K21,19128,28466,69948,25694,765,0,8198
K22,31526,41496,151460,41240,2554,0,14001
K23,26596,31841,86571,35151,1143,0,12054
K24,28701,25865,65146,20295,751,0,6339
L1,2714,1494,4156,3282,118,0,352
L2,5529,1938,7308,4619,164,0,781
L3,29718,30052,131674,40788,1985,0,15604
L4,18253,25433,53926,20700,739,0,4720
L5,39367,40763,195011,51863,2763,0,22185
L6,43529,47149,211255,56938,3051,0,28100
L7,458,158,254,572,4,0,27
L8,14285,24523,34356,19093,457,0,3757
L9,38978,45250,211113,60209,3399,0,24308
L10,24280,30726,72646,34022,1008,0,7752
L11,23072,29690,106110,32340,1613,0,11589
L12,17903,25814,57647,21087,999,0,6215
L13,19865,30101,66666,22556,779,0,8461
L14,33294,32294,89398,25653,1454,0,8691
L15,1248,320,419,392,4,0,68
L16,276,73,153,46,1,0,33
L17,31668,40857,171815,42420,2195,0,25116
L18,15647,22607,42999,20182,585,0,4900
L19,21781,28686,70933,24753,994,0,10413
L20,24918,30295,102448,36464,975,0,10693
L21,1601,208,360,175,23,0,25
L22,14406,23934,45845,20018,803,0,6622
L23,24345,29294,83840,32419,1346,0,8981
L24,41269,38956,223405,56567,3080,0,33991
M1,44164,47163,228907,53155,3219,0,23474
M2,5041,1971,8672,5475,123,0,908
M3,6005,2516,8671,6264,138,0,677
M4,5729,2393,10309,4933,187,0,790
M5,19945,35422,64404,23302,785,0,5859
M6,44232,52769,246826,61684,2970,0,27837
M7,32792,38872,189185,39715,2912,0,25920
M8,37300,41197,194655,52838,2524,0,26276
M9,37774,38576,151056,45218,1997,0,19660
M10,44144,55820,218607,71239,3317,0,31756
M11,32506,37169,134866,47723,1728,0,14893
M12,30392,41901,133841,39115,1912,0,21798
M13,28944,39104,127628,37323,1600,0,17816
M14,1536,59,95,88,1,0,6
M15,17724,31142,67117,21427,1190,0,7541
M16,39214,51623,230172,52314,3731,0,34130
M17,2267,68,187,119,2,0,24
M18,31856,39732,156983,47208,1833,0,17629
M20,42240,53912,229425,58202,2518,0,32630
M21,33843,40467,172055,49015,2988,0,25755
M22,34006,44977,171400,42154,2583,0,22400
M23,16729,26360,49740,20712,642,0,5301
M24,14973,25663,46323,20625,581,0,6774
N1,4002,2016,5869,4835,64,0,577
N2,2137,931,3941,3548,39,0,341
N3,25685,31638,103521,29527,1473,0,14703
N4,26292,33331,93600,35229,1123,0,14687
N5,26372,33555,141976,35789,2073,0,19664
N6,20580,29973,66118,25609,967,0,6429
N7,43993,45843,231354,64971,3180,0,30203
N8,16108,29491,62555,23503,903,0,10169
N9,17417,29920,48539,22304,649,0,5393
N10,27219,32395,128257,28241,1779,0,17759
N11,252,17,46,115,0,0,0
N12,1776,38,123,143,1,0,9
N13,22941,30546,70075,33843,884,0,14154
N14,55795,54862,328546,70910,4664,0,37326
N15,1757,46,283,183,1,0,48
N16,22920,29696,67790,31709,858,0,10572
N17,29175,39149,151559,44934,1980,0,15556
N18,27278,33782,124473,36249,1992,0,13670
N19,20120,27498,94752,27334,1643,0,13244
N20,31296,30086,103451,34809,1249,0,14310
N21,34897,43158,196984,53379,2160,0,25647
N22,15305,25991,45960,18462,544,0,3303
N23,26347,35009,129342,38569,1790,0,18644
N24,23622,29324,92754,34609,1533,0,9489
O1,9357,3721,12737,8749,149,0,1030
O2,6762,2874,10175,5894,200,0,705
O3,1394,473,948,498,3,0,32
O4,8895,3118,13418,7491,174,0,1263
O5,43303,52001,249839,52997,4345,0,28265
O6,20689,31283,80980,24781,1376,0,8498
O7,34398,45556,141931,37259,2196,0,19251
O8,56235,60686,305456,65865,3936,0,24892
O9,21300,39330,74195,28256,971,0,9334
O10,22781,31359,60339,22109,1502,0,4415
O11,20720,37592,68378,26096,982,0,13709
O12,22496,36064,88345,30798,1267,0,8773
O13,50455,55610,308969,73973,4680,0,36262
O14,29770,34038,164465,36610,2405,0,22171
O15,47277,52223,275553,65119,3427,0,43925
O16,20693,35372,58021,22569,1248,0,5102
O17,17432,26767,42614,19668,709,0,3111
O18,35096,44617,155260,50350,2433,0,19849
O19,21986,32666,56377,26505,732,0,6411
O20,19761,31630,62826,28090,954,0,8648
O21,22469,31730,66191,25279,1089,0,10681
O22,877,403,2946,890,50,0,225
O23,1410,83,329,251,4,0,30
O24,30974,30091,120740,33927,1656,0,14463
P1,10048,11447,28536,12666,472,0,2513
P2,794,20,65,12,2,0,1
P3,23528,25709,81771,27236,1068,0,7434
P4,32118,25113,58751,25845,727,0,7284
P5,17448,29546,65051,25099,910,0,11000
P6,31718,28670,127523,30146,1989,0,12511
P7,19085,28123,48290,22917,581,0,4274
P8,42642,51697,280039,60054,4012,0,38833
P9,29859,31895,166698,42707,2393,0,18630
P10,16313,27093,45549,17950,1014,0,3283
P11,362,122,427,357,5,0,73
P12,40886,42072,203761,49627,2866,0,26752
P13,672,155,913,575,5,0,200
P14,55121,51890,342208,83950,4386,0,59599
P15,18351,24839,74473,25081,978,0,9591
P16,21991,28688,52832,22415,708,0,8922
P17,17190,26834,52973,21181,775,0,10398
P18,21505,22350,37291,18054,711,0,5486
P19,30924,27394,45810,19301,1066,0,4564
P20,20893,29282,57416,21550,1079,0,7809
P21,395,114,255,62,2,0,31
P22,42482,42374,208129,50660,2895,0,19654
P23,119,107,255,79,0,0,64
P24,309,41,46,74,1,0,2
